,Any,Genere,Durada,Premis,Pop
1426,1991,Drama,89.0,No,54.0
1427,1970,Action,89.0,No,69.0
1428,1940,Western,90.0,No,27.0
1429,1967,Comedy,85.0,No,28.0
1430,1980,Action,99.0,No,62.0
1431,1970,Western,111.0,No,72.0
1432,1990,Drama,135.0,No,8.0
1433,1966,Drama,123.0,Yes,75.0
1434,1973,Drama,91.0,No,6.0
1435,1942,Action,101.0,No,61.0
1436,1991,Comedy,87.0,No,52.0
1437,1982,Comedy,92.0,No,68.0
1438,1987,Comedy,90.0,No,51.0
1439,1989,Comedy,118.0,No,11.0
1440,1973,Western,93.0,No,47.0
1441,1987,Drama,90.0,No,42.0
1442,1971,Drama,115.0,No,7.0
1443,1970,Comedy,117.0,No,50.0
1444,1988,Action,90.0,No,3.0
1445,1981,Mystery,94.0,No,9.0
1446,1935,Mystery,60.0,No,71.0
1447,1988,Drama,92.0,No,57.0
1448,1990,Horror,97.0,No,29.0
1449,1990,Drama,,No,88.0
1450,1989,Comedy,94.0,No,25.0
1451,1987,Drama,116.0,No,21.0
1452,1976,Drama,139.0,Yes,45.0
1453,1987,Action,73.0,No,59.0
1454,1969,Western,144.0,No,50.0
1455,1988,Drama,92.0,No,13.0
1456,1993,Comedy,,No,70.0
1457,1988,Drama,100.0,No,26.0
1458,1975,Action,112.0,No,16.0
1459,1972,Drama,116.0,No,88.0
1460,1970,Drama,112.0,No,75.0
1461,1973,Action,122.0,No,28.0
1462,1989,Action,86.0,No,31.0
1463,1979,Comedy,108.0,No,12.0
1464,1983,Horror,86.0,No,24.0
1465,1986,Drama,140.0,Yes,71.0
1466,1951,Action,102.0,No,23.0
1467,1985,Drama,92.0,No,49.0
1468,1980,Comedy,123.0,No,71.0
1469,1972,Western,92.0,No,29.0
1470,1983,Comedy,102.0,No,52.0
1471,1984,Action,96.0,No,20.0
1472,1991,Music,60.0,No,82.0
1473,1987,Action,98.0,No,87.0
1474,1990,Comedy,96.0,No,63.0
1475,1990,Science Fiction,103.0,No,22.0
1476,1972,Western,128.0,No,58.0
1477,1985,Drama,95.0,No,22.0
1478,1970,War,170.0,Yes,8.0
1479,1969,Drama,123.0,Yes,33.0
1480,1985,Drama,131.0,No,61.0
1481,1976,Drama,112.0,No,39.0
1482,1987,Comedy,86.0,No,69.0
1483,1991,Drama,,No,25.0
1484,1991,Comedy,60.0,No,6.0
1485,1938,Western,55.0,No,83.0
1486,1938,Western,55.0,No,33.0
1487,1982,Horror,92.0,No,75.0
1488,1971,Drama,109.0,No,60.0
1489,1979,Drama,112.0,No,22.0
1490,1948,Drama,88.0,No,77.0
1491,1976,War,132.0,No,36.0
1492,1990,Action,126.0,No,8.0
1493,1993,Mystery,90.0,No,48.0
1494,1991,Drama,193.0,No,56.0
1495,1924,Drama,123.0,No,63.0
1496,1986,Drama,120.0,Yes,8.0
1497,1963,Science Fiction,89.0,No,79.0
1498,1971,Music,100.0,No,65.0
1499,1971,Western,88.0,No,79.0
1500,1985,Comedy,104.0,No,19.0
1501,1938,Drama,96.0,Yes,21.0
1502,1990,Music,59.0,No,48.0
1503,1982,Drama,150.0,No,80.0
1504,1947,Western,61.0,No,80.0
1505,1947,Western,56.0,No,43.0
1506,1937,Western,60.0,No,53.0
1507,1992,Action,54.0,No,43.0
1508,1947,Western,58.0,No,21.0
1509,1947,Western,53.0,No,66.0
1510,1949,Western,66.0,No,62.0
1511,1992,Action,53.0,No,78.0
1512,1937,Western,60.0,No,52.0
1513,1937,Western,60.0,No,17.0
1514,1949,Western,59.0,No,40.0
1515,1991,Comedy,102.0,No,47.0
1516,1957,Drama,73.0,No,5.0
1517,1953,Drama,79.0,No,7.0
1518,1982,Drama,136.0,No,5.0
1519,1960,Action,164.0,No,29.0
1520,1986,Drama,91.0,No,24.0
1521,1985,Comedy,109.0,No,54.0
1522,1990,Drama,128.0,Yes,8.0
1523,1952,Drama,93.0,No,23.0
1524,1949,War,119.0,No,7.0
1525,1976,Drama,176.0,No,41.0
1526,1990,Drama,98.0,No,17.0
1527,1982,Drama,111.0,No,51.0
1528,1956,Drama,97.0,No,56.0
1529,1955,Comedy,57.0,No,51.0
1530,1962,Action,182.0,No,35.0
1531,1989,Western,,No,9.0
1532,1986,Comedy,60.0,No,4.0
1533,1986,Comedy,60.0,No,24.0
1534,1986,Comedy,59.0,No,79.0
1535,1986,Comedy,58.0,No,63.0
1536,1990,Comedy,,No,82.0
1537,1982,Comedy,101.0,No,86.0
1538,1981,Drama,127.0,No,2.0
1539,1964,Action,,No,6.0
1540,1993,Mystery,108.0,No,6.0
1541,1992,Comedy,60.0,No,22.0
1542,1990,Comedy,60.0,No,6.0
1543,1992,Mystery,52.0,No,40.0
1544,1977,Drama,255.0,No,82.0
1545,1989,Comedy,90.0,No,5.0
1546,1972,War,15.0,No,21.0
1547,1991,Westerns,,No,11.0
1548,1991,Action,,No,53.0
1549,1992,Action,92.0,No,26.0
1550,1992,Westerns,163.0,No,68.0
1551,1959,Western,60.0,No,54.0
1552,1992,Mystery,118.0,No,55.0
1553,1987,Drama,95.0,No,25.0
1554,1992,Western,165.0,No,45.0
1555,1992,Mystery,,No,54.0
1556,1993,Action,88.0,No,26.0
1557,1986,Drama,119.0,No,54.0
1558,1993,Western,102.0,No,25.0
1559,1991,Drama,,No,81.0
1560,1989,Comedy,116.0,No,65.0
1561,1959,Western,60.0,No,26.0
1562,1983,Drama,,No,23.0
1563,1973,Western,105.0,No,54.0
1564,1992,Mystery,72.0,No,70.0
1565,1990,Drama,,No,79.0
1566,1982,Drama,208.0,No,84.0
1567,1975,Drama,85.0,No,60.0
1568,1953,Horror,120.0,No,0.0
1569,1991,Drama,128.0,No,18.0
1570,1990,Horror,45.0,No,3.0
1571,1992,Drama,112.0,No,1.0
1572,1992,Action,105.0,No,60.0
1573,1992,Mystery,83.0,No,65.0
1574,1992,Drama,166.0,No,6.0
1575,1992,Action,133.0,No,68.0
1576,1986,Comedy,49.0,No,67.0
1577,1990,Mystery,92.0,No,3.0
1578,1990,Music,50.0,No,49.0
1579,1986,Comedy,52.0,No,65.0
1580,1989,Music,90.0,No,52.0
1581,1991,Comedy,98.0,No,81.0
1582,1986,Comedy,60.0,No,3.0
1583,1974,Comedy,60.0,No,34.0
1584,1993,Action,,No,38.0
1585,1992,Action,101.0,No,76.0
1586,1989,Mystery,,No,29.0
1587,1983,Comedy,91.0,No,24.0
1588,1990,Action,98.0,No,54.0
1589,1989,Comedy,,No,56.0
1590,1991,Comedy,99.0,No,6.0
1591,1953,Horror,91.0,No,56.0
1592,1992,Mystery,121.0,No,86.0
1593,1992,Western,102.0,No,26.0
1594,1989,Action,,No,40.0
1595,1992,Drama,136.0,No,66.0
1596,1968,Comedy,,No,28.0
1597,1990,Mystery,,No,3.0
1598,1989,Music,61.0,No,12.0
1599,1987,Comedy,60.0,No,14.0
1600,1991,Comedy,60.0,No,44.0
1601,1989,Western,,No,1.0
1602,1988,Drama,96.0,No,26.0
1603,1991,War,80.0,No,41.0
1604,1991,Action,91.0,No,2.0
1605,1956,Comedy,27.0,No,45.0
1606,1953,Comedy,75.0,No,80.0
1607,1975,Comedy,95.0,No,72.0
1608,1991,Comedy,101.0,No,23.0
1609,1991,Comedy,101.0,No,75.0
1610,1960,Action,91.0,No,5.0
1611,1991,Comedy,121.0,No,77.0
1612,1991,Comedy,84.0,No,7.0
1613,1988,Horror,65.0,No,79.0
1614,1958,Science Fiction,92.0,No,30.0
1615,1989,Action,90.0,No,70.0
1616,1979,Music,90.0,No,38.0
1617,1942,Drama,253.0,No,31.0
1618,1992,Action,,No,83.0
1619,1992,Drama,87.0,No,68.0
1620,1967,Western,105.0,No,47.0
1621,1980,Drama,93.0,No,13.0
1622,1991,Drama,108.0,No,19.0
1623,1991,Drama,101.0,No,76.0
1624,1991,Comedy,92.0,No,44.0
1625,1957,Western,60.0,No,1.0
1626,1992,Western,56.0,No,44.0
1627,1993,Western,,No,70.0
1628,1939,Western,55.0,No,73.0
1629,1934,Western,54.0,No,23.0
1630,1932,Western,,No,7.0
1631,1932,Action,210.0,No,68.0
1632,1965,War,165.0,No,66.0
1633,1991,War,,No,49.0
1634,1992,War,,No,3.0
1635,1991,Western,,No,58.0
1636,1939,Western,112.0,No,3.0
1637,1939,Western,110.0,No,24.0
1638,1938,Western,110.0,No,28.0
1639,1990,Western,,No,87.0
1640,1991,Western,,No,22.0
1641,1991,Western,56.0,No,78.0
1642,1992,Western,59.0,No,8.0
1643,1991,Western,52.0,No,35.0
1644,1991,Western,56.0,No,3.0
1645,1934,Western,54.0,No,48.0
1646,1992,Action,112.0,No,5.0
1647,1993,Western,,No,73.0
1648,1991,Western,54.0,No,28.0
1649,1991,Western,53.0,No,75.0
1650,1993,Western,58.0,No,77.0
1651,1992,Western,134.0,No,16.0
1652,1991,Western,52.0,No,30.0
1653,1990,Western,,No,23.0
1654,1932,Action,226.0,No,19.0
1655,1989,Action,103.0,No,43.0
1656,1988,Drama,78.0,No,19.0
1657,1977,Comedy,75.0,No,18.0
1658,1991,Comedy,65.0,No,4.0
